,Description,Label
2941,"The large, wickedly sharp scythes on its forearms are truly fearsome weapons. Prey’s attempts to flee are unfailingly thwarted by this Pokémon’s nimble motions.",Scyther
2942,Capable of swimming backwards by rapidly flapping its wing-like pectoral fins and stout tail.,Seadra
2943,Touching the back fin causes numbness. It hooks its tail to coral to stay in place while sleeping.,Seadra
2944,An examination of its cells revealed the presence of a gene not found in HORSEA. It became a hot topic.,Seadra
2945,Its fin-tips leak poison. Its fins and bones are highly valued as ingredients in herbal medicine.,Seadra
2946,"The male raises the young. If it is approached, it uses its toxic spikes to fend off the intruder.",Seadra
2947,SEADRA sleeps after wriggling itself between the branches of coral. Those trying to harvest coral are occasionally stung by this POKéMON’s poison barbs if they fail to notice it.,Seadra
2948,"SEADRA generates whirlpools by spinning its body. The whirlpools are strong enough to swallow even fishing boats. This POKéMON weakens prey with these currents, then swallows it whole.",Seadra
2949,Its body bristles with sharp spikes. Carelessly trying to touch it could cause fainting from the spikes.,Seadra
2950,It is capable of swimming backwards by rapidly flapping its winglike pectoral fins and stout tail.,Seadra
2951,The poisonous barbs all over its body are highly valued as ingredients for making traditional herbal medicine. It shows no mercy to anything approaching its nest.,Seadra
2952,Its spines provide protection. Its fins and bones are prized as traditional medicine ingredients.,Seadra
2953,An examination of its cells revealed the presence of a gene not found in HORSEA. It became a hot topic.,Seadra
2954,Its fin-tips leak poison. Its fins and bones are highly valued as ingredients in herbal medicine.,Seadra
2955,Its spines provide protection. Its fins and bones are prized as traditional medicine ingredients.,Seadra
2956,Its spines provide protection. Its fins and bones are prized as traditional-medicine ingredients.,Seadra
2957,Its body bristles with sharp spikes. Carelessly trying to touch it could cause fainting from the spikes.,Seadra
2958,It is capable of swimming backwards by rapidly flapping its winglike pectoral fins and stout tail.,Seadra
2959,Seadra sleeps after wriggling itself between the branches of coral. Those trying to harvest coral are occasionally stung by this Pokémon’s poison barbs if they fail to notice it.,Seadra
2960,"Seadra generates whirlpools by spinning its body. The whirlpools are strong enough to swallow even fishing boats. This Pokémon weakens prey with these currents, then swallows it whole.",Seadra
2961,Touching the back fin causes numbness. It hooks its tail to coral to stay in place while sleeping.,Seadra
2962,"It’s the males that raise the offspring. While Seadra are raising young, the spines on their backs secrete thicker and stronger poison.",Seadra
2963,"Seadra’s mouth is slender, but its suction power is strong. In an instant, Seadra can suck in food that’s larger than the opening of its mouth.",Seadra
2964,Its spines provide protection. Its fins and bones are prized as traditional medicine ingredients.,Seadra
2965,"In the autumn spawning season, they can be seen swimming powerfully up rivers and creeks.",Seaking
2966,It is the male’s job to make a nest by carving out boulders in a stream using the horn on its head.,Seaking
2967,"During spawning season, SEAKING gather from all over, coloring the rivers a brilliant red.",Seaking
2968,"Using its horn, it bores holes in riverbed boulders, making nests to prevent its eggs from washing away.",Seaking
2969,"When autumn comes, the males patrol the area around their nests in order to protect their offspring.",Seaking
2970,"In the autumn, SEAKING males can be seen performing courtship dances in riverbeds to woo females. During this season, this POKéMON’s body coloration is at its most beautiful.",Seaking
2971,SEAKING is very protective of its eggs. The male and female will take turns patrolling around their nest and eggs. The guarding of eggs by these POKéMON goes on for over a month.,Seaking
2972,The horn on its head is sharp like a drill. It bores a hole in a boulder to make its nest.,Seaking
2973,"In the autumn spawning season, they can be seen swimming powerfully up rivers and creeks.",Seaking
2974,It punches holes in boulders on streambeds. This is a clever innovation that prevents its eggs from being attacked or washed away by the current.,Seaking
2975,It makes its nest by hollowing out boulders in streams with its horn. It defends its eggs with its life.,Seaking
2976,"To protect its family, it will fight with its drill-sharp horn. It lives in hollowed rocks in streams.",Seaking
2977,"In autumn, its body becomes more fatty in preparing to propose to a mate. It takes on beautiful colors.",Seaking
2978,"During spawning season, SEAKING gather from all over, causing rivers to appear a brilliant red.",Seaking
2979,"Using its horn, it bores holes in riverbed boulders, making nests to prevent its eggs from washing away.",Seaking
2980,"In autumn, its body becomes more fatty in preparing to propose to a mate. It takes on beautiful colors.",Seaking
2981,"In the autumn spawning season, they can be seen swimming powerfully up rivers and creeks.",Seaking
2982,It makes its nest by hollowing out boulders in streams with its horn. It defends its eggs with its life.,Seaking
2983,"In the autumn, Seaking males can be seen performing courtship dances in riverbeds to woo females. During this season, this Pokémon’s body coloration is at its most beautiful.",Seaking
2984,Seaking is very protective of its eggs. The male and female will take turns patrolling around their nest and eggs. The guarding of eggs by these Pokémon goes on for over a month.,Seaking
2985,"When the weather grows cold, its whole body flushes a deep red. This sight serves as a poetic reminder that autumn has arrived.",Seaking
2986,Trainers who are crazy for Seaking are divided into horn enthusiasts and fin enthusiasts. The two groups do not get along well.,Seaking
2987,Its horn spins like a drill to steadily hollow out rocks—even harder ones. The coloration of the male is more vivid.,Seaking
2988,"To attract females, males dance on the river’s floor. The females gather around the male that dances most gracefully.",Seaking
2989,It is the male’s job to make a nest by carving out boulders in a stream using the horn on its head.,Seaking
2990,"In autumn, its body becomes more fatty in preparing to propose to a mate. It takes on beautiful colors.",Seaking
2991,"Using its horn, it bores holes in riverbed boulders, making nests to prevent its eggs from washing away.",Seaking
2992,It makes its nest by hollowing out boulders in streams with its horn. The Pokémon defends its eggs with its life.,Seaking
2993,"To protect its family, it will fight with its drill-sharp horn. It lives in hollowed rocks in streams.",Seaking
2994,The protruding horn on its head is very hard. It is used for bashing through thick ice.,Seel
2995,Loves freezing cold conditions. Relishes swimming in a frigid climate of around 14F degrees.,Seel
2996,"Although it can’t walk well on land, it is a graceful swimmer. It especially loves being in frigid seas.",Seel
2997,"In daytime, it is often found asleep on the seabed in shallow waters. Its nostrils close while it swims.",Seel
2998,The light blue fur that covers it keeps it protected against the cold. It loves iceberg-filled oceans.,Seel
2999,"SEEL hunts for prey in the frigid sea underneath sheets of ice. When it needs to breathe, it punches a hole through the ice with the sharply protruding section of its head.",Seel
3000,"Covered with light blue fur, its hide is thick and tough. It is active in bitter cold of minus 40 degrees Fahrenheit.",Seel
3001,The protruding horn on its head is very hard. It is used for bashing through thick icebergs.,Seel
3002,"SEEL hunt for prey in frigid, ice-covered seas. When it needs to breathe, it punches a hole through the ice with the sharply protruding section of its head.",Seel
3003,A Pokémon that lives on icebergs. It swims in the sea using the point on its head to break up ice.,Seel
3004,"Although it can’t walk well on land, it is a graceful swimmer. It especially loves being in frigid seas.",Seel
3005,"In daytime, it is often found asleep on the seabed in shallow waters. Its nostrils close while it swims.",Seel
3006,A Pokémon that lives on icebergs. It swims in the sea using the point on its head to break up ice.,Seel
3007,"The colder it gets, the better it feels. It joyfully swims around oceans so cold that they are filled with floating ice.",Seel
3008,A Pokémon that lives on icebergs. It swims in the sea using the point on its head to break up ice.,Seel
3009,"Covered with light blue fur, its hide is thick and tough. It is active in bitter cold of -40 degrees Fahrenheit.",Seel
3010,"Seel hunts for prey in the frigid sea underneath sheets of ice. When it needs to breathe, it punches a hole through the ice with the sharply protruding section of its head.",Seel
3011,It has always been supposed that Seel live only in cold seas. Their having shown up in Alola is a mystery.,Seel
3012,"Thanks to its thick fat, cold seas don’t bother it at all, but it gets tired pretty easily in warm waters.",Seel
3013,Loves freezing-cold conditions. Relishes swimming in a frigid climate of around 14 degrees Fahrenheit.,Seel
3014,This Pokémon lives on icebergs. It uses the sharp point on its head to break up ice as it swims in the sea.,Seel
3015,Its hard shell repels any kind of attack. It is vulnerable only when its shell is open.,Shellder
3016,"The shell can withstand any attack. However, when it is open, the tender body is exposed.",Shellder
3017,It swims facing backward by opening and closing its two-piece shell. It is surprisingly fast.,Shellder
3018,Grains of sand trapped in its shells mix with its body fluids to form beautiful pearls.,Shellder
3019,"Clamping on to an opponent reveals its vulnerable parts, so it uses this move only as a last resort.",Shellder
3020,"At night, this POKéMON uses its broad tongue to burrow a hole in the seafloor sand and then sleep in it. While it is sleeping, SHELLDER closes its shell, but leaves its tongue hanging out.",Shellder
3021,"It is encased in a shell that is harder than diamond. Inside, however, it is surprisingly tender.",Shellder
3022,Its hard shell repels any kind of attack. It is vulnerable only when its shell is open.,Shellder
3023,"At night, it burrows a hole in the seafloor with its broad tongue to make a place to sleep. While asleep, it closes its shell, but leaves its tongue hanging out.",Shellder
3024,It swims backward by opening and closing its two shells. Its large tongue is always kept hanging out.,Shellder
3025,It swims facing backward by opening and closing its two-piece shell. It is surprisingly fast.,Shellder
3026,Grains of sand trapped in its shells mix with its body fluids to form beautiful pearls.,Shellder
3027,It swims backward by opening and closing its two shells. Its large tongue is always kept hanging out.,Shellder
3028,Its hard shell repels any kind of attack. It is vulnerable only when its shell is open.,Shellder
3029,"Clamping on to an opponent reveals its vulnerable parts, so it uses this move only as a last resort.",Shellder
3030,"At night, this Pokémon uses its broad tongue to burrow a hole in the seafloor sand and then sleep in it. While it is sleeping, Shellder closes its shell, but leaves its tongue hanging out.",Shellder
3031,"The hardness of its shell surpasses the hardness of a diamond. In days gone by, people used the shells to make shields.",Shellder
3032,This Pokémon’s tongue is always hanging out. It uses its tongue with great dexterity to dig up sand from the seabed in its search for food.,Shellder
3033,"The sand that accumulates inside its shell eventually becomes a pearl. But the pearl gets in the way, so it spits it out and discards it.",Shellder
3034,"Even when its shell is closed, its tongue still hangs out. If you give its tongue a good yank, the shock will cause Shellder to open its shell.",Shellder
3035,"The shell can withstand any attack. However, when it is open, the tender body is exposed.",Shellder
3036,It swims facing backward by opening and closing its two-piece shell. It is surprisingly fast.,Shellder
3037,Its hard shell repels any kind of attack. It is vulnerable only when its shell is open.,Shellder
3038,It swims backward by opening and closing its two shells. Its large tongue is always kept hanging out.,Shellder
3039,The SHELLDER that is latched onto SLOWPOKE’s tail is said to feed on the host’s left over scraps.,Slowbro
3040,"Lives lazily by the sea. If the SHELLDER on its tail comes off, it becomes a SLOWPOKE again.",Slowbro
3041,"If the tail-biting SHELLDER is thrown off in a harsh battle, it reverts to being an ordinary SLOWPOKE.",Slowbro
3042,"Naturally dull to begin with, it lost its ability to feel pain due to SHELLDER’s seeping poison.",Slowbro
3043,An attached SHELLDER won’t let go because of the tasty flavor that oozes out of its tail.,Slowbro
3044,"SLOWBRO’s tail has a SHELLDER firmly attached with a bite. As a result, the tail can’t be used for fishing anymore. This causes SLOWBRO to grudgingly swim and catch prey instead.",Slowbro
3045,"When a SLOWPOKE went hunting in the sea, its tail was bitten by a SHELLDER. That made it evolve into SLOWBRO.",Slowbro
3046,The SHELLDER that latches onto SLOWPOKE’s tail is said to feed on the host’s leftover scraps.,Slowbro
3047,"Its tail has a SHELLDER firmly attached with a bite. As a result, the tail can’t be used for fishing anymore. This forces it to reluctantly swim and catch prey.",Slowbro
3048,"Though usually dim witted, it seems to become inspired if the SHELLDER on its tail bites down.",Slowbro
3049,"If the tail-biting SHELLDER is thrown off in a harsh battle, it reverts to being an ordinary SLOWPOKE.",Slowbro
3050,"Naturally dull to begin with, it lost its ability to feel pain due to SHELLDER’s seeping poison.",Slowbro
3051,"Though usually dim witted, it seems to become inspired if the Shellder on its tail bites down.",Slowbro
3052,An attached Shellder won’t let go because of the tasty flavor that oozes out of its tail.,Slowbro
3053,"When a Slowpoke went hunting in the sea, its tail was bitten by a Shellder. That made it evolve into Slowbro.",Slowbro
3054,"Slowbro’s tail has a Shellder firmly attached with a bite. As a result, the tail can’t be used for fishing anymore. This causes Slowbro to grudgingly swim and catch prey instead.",Slowbro
3055,"It spaces out while gazing at the sea. With Shellder’s poison flowing through its body, it becomes even spacier.",Slowbro
3056,"Whenever Shellder bites down hard on its tail, it gives Slowbro a flash of inspiration...which it forgets a moment later.",Slowbro
3057,"Spacing out is basically all it does. It turns back into Slowpoke if its tail, along with Shellder, breaks off.",Slowbro
3058,"Shellder, in its greed to suck out more and more sweetness from Slowbro’s tail, has metamorphosed into a spiral-shaped shell.",Slowbro
3059,"Lives lazily by the sea. If the Shellder on its tail comes off, it becomes a Slowpoke again.",Slowbro
3060,Slowpoke became Slowbro when a Shellder bit on to its tail. Sweet flavors seeping from the tail make the Shellder feel as if its life is a dream.,Slowbro
3061,"Being bitten by a Shellder shocked this Pokémon into standing on two legs. If the Shellder lets go, it seems Slowbro will turn back into a Slowpoke.",Slowbro
3062,"Though usually dim-witted, it seems to become inspired if the Shellder on its tail bites down.",Slowbro
3063,Incredibly slow and dopey. It takes 5 seconds for it to feel pain when under attack.,Slowpoke
3064,Incredibly slow and sluggish. It is quite content to loll about without worrying about the time.,Slowpoke
3065,"It lazes vacantly near water. If something bites its tail, it won’t even notice for a whole day.",Slowpoke
3066,"A sweet sap leaks from its tail’s tip. Although not nutritious, the tail is pleasant to chew on.",Slowpoke
3067,"It is always so absent-minded that it won’t react, even if its flavorful tail is bitten.",Slowpoke
3068,"SLOWPOKE uses its tail to catch prey by dipping it in water at the side of a river. However, this POKéMON often forgets what it’s doing and often spends entire days just loafing at water’s edge.",Slowpoke
3069,"It is always vacantly lost in thought, but no one knows what it is thinking about. It is good at fishing with its tail.",Slowpoke
3070,Incredibly slow and dopey. It takes five seconds for it to feel pain when under attack.,Slowpoke
3071,It catches prey by dipping its tail in water at the side of a river. But it often forgets what it is doing and spends entire days just loafing at water’s edge.,Slowpoke
3072,"Although slow, it is skilled at fishing with its tail. It does not feel pain if its tail is bitten.",Slowpoke
3073,"It lazes vacantly near water. If something bites its tail, it won’t even notice for a whole day.",Slowpoke
3074,"A sweet sap leaks from its tail’s tip. Although not nutritious, the tail is pleasant to chew on.",Slowpoke
3075,"Although slow, it is skilled at fishing with its tail. It does not feel pain if its tail is bitten.",Slowpoke
3076,"It is always vacantly lost in thought, but no one knows what it is thinking about. It is good at fishing with its tail.",Slowpoke
3077,"It lazes vacantly near water. If something bites its tail, it won’t even notice for a whole day.",Slowpoke
3078,"Slowpoke uses its tail to catch prey by dipping it in water at the side of a river. However, this Pokémon often forgets what it’s doing and often spends entire days just loafing at water’s edge.",Slowpoke
3079,"Its long tail often breaks off. It doesn’t really feel any pain, though, and the tail grows back, so Slowpoke isn’t particularly bothered.",Slowpoke
3080,Alolan home cooking involves drying Slowpoke tails and then simmering them into a salty stew.,Slowpoke
3081,"There are some places where Slowpoke is worshiped because of a long-standing belief that whenever Slowpoke yawns, it rains.",Slowpoke
3082,"Although their tails, which fall off naturally, can easily be found lying around, they’re a precious ingredient for cooking.",Slowpoke
3083,Incredibly slow and sluggish. It is quite content to loll about without worrying about the time.,Slowpoke
3084,"Slow-witted and oblivious, this Pokémon won’t feel any pain if its tail gets eaten. It won’t notice when its tail grows back, either.",Slowpoke
3085,"When this Pokémon’s tail is soaked in water, sweetness seeps from it. Slowpoke uses this trait to lure in and fish up other Pokémon.",Slowpoke
3086,"Although slow, it is skilled at fishing with its tail. It does not feel pain if its tail is bitten.",Slowpoke
3087,"Very lazy. Just eats and sleeps. As its rotund bulk builds, it becomes steadily more slothful.",Snorlax
3088,"Will eat anything, even if the food happens to be a little moldy. It never gets an upset stomach.",Snorlax
3089,What sounds like its cry may actually be its snores or the rumblings of its hungry belly.,Snorlax
3090,Its stomach’s digestive juices can dissolve any kind of poison. It can even eat things off the ground.,Snorlax
3091,"This POKéMON’s stomach is so strong, even eating moldy or rotten food will not affect it.",Snorlax
3092,SNORLAX’s typical day consists of nothing more than eating and sleeping. It is such a docile POKéMON that there are children who use its expansive belly as a place to play.,Snorlax
3093,"It is not satisfied unless it eats over 880 pounds of food every day. When it is done eating, it goes promptly to sleep.",Snorlax
3094,"Very lazy. Just eats and sleeps. As its rotund bulk builds, it becomes steadily more slothful.",Snorlax
3095,SNORLAX’s typical day consists of nothing more than eating and sleeping. It is such a docile POKéMON that there are children who use its big belly as a place to play.,Snorlax
3096,"Its stomach can digest any kind of food, even if it happens to be moldy or rotten.",Snorlax
3097,It stops eating only to sleep. It doesn’t feel full unless it eats nearly 900 pounds a day.,Snorlax
3098,"When its belly is full, it becomes too lethargic to even lift a finger, so it is safe to bounce on its belly.",Snorlax
3099,What sounds like its cry may actually be its snores or the rumblings of its hungry belly.,Snorlax
3100,Its stomach’s digestive juices can dissolve any kind of poison. It can even eat things off the ground.,Snorlax
3101,"When its belly is full, it becomes too lethargic to even lift a finger, so it is safe to bounce on its belly.",Snorlax
3102,"It is not satisfied unless it eats over 880 pounds of food every day. When it is done eating, it goes promptly to sleep.",Snorlax
3103,"Its stomach can digest any kind of food, even if it happens to be moldy or rotten.",Snorlax
3104,Snorlax’s typical day consists of nothing more than eating and sleeping. It is such a docile Pokémon that there are children who use its expansive belly as a place to play.,Snorlax
3105,Its stomach is said to be incomparably strong. Even Muk’s poison is nothing more than a hint of spice on Snorlax’s tongue.,Snorlax
3106,It eats nearly 900 pounds of food every day. It starts nodding off while eating—and continues to eat even while it’s asleep.,Snorlax
3107,"It doesn’t do anything other than eat and sleep. When prompted to make a serious effort, though, it apparently displays awesome power.",Snorlax
3108,"It has no interest in anything other than eating. Even if you climb up on its stomach while it’s napping, it doesn’t seem to mind at all!",Snorlax
3109,"Will eat anything, even if the food happens to be a little moldy. It never gets an upset stomach.",Snorlax
3110,"It is not satisfied unless it eats over 880 pounds of food every day. When it is done eating, it goes promptly to sleep.",Snorlax
3111,"This Pokémon’s stomach is so strong, even eating moldy or rotten food will not affect it.",Snorlax
3112,"Its stomach can digest any kind of food, even if it happens to be moldy or rotten.",Snorlax
3113,It stops eating only to sleep. It doesn’t feel full unless it eats nearly 900 pounds a day.,Snorlax
3114,This glutton appears in villages without warning and devours the entirety of their rice granaries—such occurrences have long been counted among the gravest of disasters.,Snorlax
3115,Eats bugs in grassy areas. It has to flap its short wings at high speed to stay airborne.,Spearow
3116,"Inept at flying high. However, it can fly around very fast to protect its territory.",Spearow
3117,It flaps its short wings to flush out insects from tall grass. It then plucks them with its stubby beak.,Spearow
3118,"Very protective of its territory, it flaps its short wings busily to dart around at high speed.",Spearow
3119,"To protect its territory, it flies around ceaselessly, making high-pitched cries.",Spearow
3120,"SPEAROW has a very loud cry that can be heard over half a mile away. If its high, keening cry is heard echoing all around, it is a sign that they are warning each other of danger.",Spearow
3121,"It busily flits around here and there. Even if it is frail, it can be a tough foe that uses MIRROR MOVE.",Spearow
3122,Eats bugs in grassy areas. It has to flap its short wings at high speed to stay airborne.,Spearow
3123,"Its loud cry can be heard over half a mile away. If its high, keening cry is heard echoing all around, it is a sign that they are warning each other of danger.",Spearow
3124,"It flaps its small wings busily to fly. Using its beak, it searches in grass for prey.",Spearow
3125,It flaps its short wings to flush out insects from tall grass. It then plucks them with its stubby beak.,Spearow
3126,"Very protective of its territory, it flaps its short wings busily to dart around at high speed.",Spearow
3127,"It flaps its small wings busily to fly. Using its beak, it searches in grass for prey.",Spearow
3128,"Very protective of its territory, it flaps its short wings busily to dart around at high speed.",Spearow
3129,Eats bugs in grassy areas. It has to flap its short wings at high speed to stay airborne.,Spearow
3130,"Spearow has a very loud cry that can be heard over half a mile away. If its high, keening cry is heard echoing all around, it is a sign that they are warning each other of danger.",Spearow
3131,Its short wings make it inept at flying. It moves about hurriedly and pecks at Bug-type Pokémon in the tall grass.,Spearow
3132,Farmers whose fields are troubled by bug Pokémon appreciate Spearow for its vigorous appetite and look after it.,Spearow
3133,Its reckless nature leads it to stand up to others—even large Pokémon—if it has to protect its territory.,Spearow
3134,"Due to its short wings, it can’t fly long distances. It wanders about restlessly and pecks at bug Pokémon.",Spearow
3135,"Inept at flying high. However, it can fly around very fast to protect its territory.",Spearow
3136,"It flaps its small wings busily to fly. Using its beak, it searches in grass for prey.",Spearow
3137,"After birth, its back swells and hardens into a shell. Powerfully sprays foam from its mouth.",Squirtle
3138,Shoots water at prey while in the water. Withdraws into its shell when in danger.,Squirtle
3139,"The shell is soft when it is born. It soon becomes so resilient, prodding fingers will bounce off it.",Squirtle
3140,"The shell, which hardens soon after it is born, is resilient. If you poke it, it will bounce back out.",Squirtle
3141,"When it feels threatened, it draws its legs inside its shell and sprays water from its mouth.",Squirtle
3142,"SQUIRTLE’s shell is not merely used for protection. The shell’s rounded shape and the grooves on its surface help minimize resistance in water, enabling this POKéMON to swim at high speeds.",Squirtle
3143,"When it retracts its long neck into its shell, it squirts out water with vigorous force.",Squirtle
3144,"After birth, its back swells and hardens into a shell. It powerfully sprays foam from its mouth.",Squirtle
3145,"Its shell is not just for protection. Its rounded shape and the grooves on its surface minimize resistance in water, enabling SQUIRTLE to swim at high speeds.",Squirtle
3146,"It shelters itself in its shell, then strikes back with spouts of water at every opportunity.",Squirtle
3147,"The shell is soft when it is born. It soon becomes so resilient, prodding fingers will bounce off it.",Squirtle
3148,"The shell, which hardens soon after it is born, is resilient. If you poke it, it will bounce back out.",Squirtle
3149,"It shelters itself in its shell, then strikes back with spouts of water at every opportunity.",Squirtle
3150,It shelters itself in its shell then strikes back with spouts of water at every opportunity.,Squirtle
3151,"It shelters itself in its shell, then strikes back with spouts of water at every opportunity.",Squirtle
3152,Shoots water at prey while in the water. Withdraws into its shell when in danger.,Squirtle
3153,"Squirtle’s shell is not merely used for protection. The shell’s rounded shape and the grooves on its surface help minimize resistance in water, enabling this Pokémon to swim at high speeds.",Squirtle
3154,Shoots water at prey while in the water. Withdraws into its shell when in danger.,Squirtle
3155,"When it retracts its long neck into its shell, it squirts out water with vigorous force.",Squirtle
3156,"When it feels threatened, it draws its limbs inside its shell and sprays water from its mouth.",Squirtle
3157,"It hides in its shell to protect itself, then strikes back with spouts of water at every opportunity.",Squirtle
3158,Its central core glows with the seven colors of the rainbow. Some people value the core as a gem.,Starmie
3159,The center section is named the core. People think it is communicating when it glows in 7 colors.,Starmie
3160,The center section of its body is called the core. It glows in a different color each time it is seen.,Starmie
3161,"Regardless of the environment it lives in, its body grows to form a symmetrical geometric shape.",Starmie
3162,It is said that it uses the seven-colored core of its body to send electric waves into outer space.,Starmie
3163,"STARMIE’s center section - the core - glows brightly in seven colors. Because of its luminous nature, this POKéMON has been given the nickname “the gem of the sea.”",Starmie
3164,STARMIE swims through water by spinning its star-shaped body as if it were a propeller on a ship. The core at the center of this POKéMON’s body glows in seven colors.,Starmie
3165,"This POKéMON has a geometric body. Because of its body, the locals suspect that it is an alien creature.",Starmie
3166,Its central core glows with the seven colors of the rainbow. Some people value the core as a gem.,Starmie
3167,People in ancient times imagined that STARMIE were transformed from the reflections of stars that twinkled on gentle waves at night.,Starmie
3168,"At the center of its body is a red core, which sends mysterious radio signals into the night sky.",Starmie
3169,The middle section of its body is called the core. It glows in a different color each time it is seen.,Starmie
3170,"Regardless of the environment it lives in, its body grows to form a symmetrical geometric shape.",Starmie
3171,"At the center of its body is a red core, which sends mysterious radio signals into the night sky.",Starmie
3172,Its core shines in many colors and sends radio signals into space to communicate with something.,Starmie
3173,Its central core glows with the seven colors of the rainbow. Some people value the core as a gem.,Starmie
3174,"At the center of its body is a red core, which sends mysterious radio signals into the night sky.",Starmie
3175,"Starmie’s center section—the core—glows brightly in seven colors. Because of its luminous nature, this Pokémon has been given the nickname “the gem of the sea.”",Starmie
3176,Starmie swims through water by spinning its star-shaped body as if it were a propeller on a ship. The core at the center of this Pokémon’s body glows in seven colors.,Starmie
3177,Its shining core is thought to receive and transmit enigmatic signals. It has been known to cause headaches in those who approach it.,Starmie
3178,"Its unusual body shape, reminiscent of abstract art, led local people to spread rumors that this Pokémon may be an invader from outer space.",Starmie
3179,Its sparkling core is called “the gem of the sea.” This core can be made into high-priced accessories that are traded in secret.,Starmie
3180,It rotates its geometrically shaped body to swim through the water. It always seems to be sending out mysterious radio waves.,Starmie
3181,The center section is named the core. People think it is communicating when it glows in seven colors.,Starmie
3182,This Pokémon has an organ known as its core. The organ glows in seven colors when Starmie is unleashing its potent psychic powers.,Starmie
3183,"Starmie swims by spinning its body at high speed. As this Pokémon cruises through the ocean, it absorbs tiny plankton.",Starmie
3184,At the center of its body is a red core that sends mysterious radio signals into the night sky.,Starmie
3185,An enigmatic POKéMON that can effortlessly regenerate any appendage it loses in battle.,Staryu
3186,"As long as the center section is unharmed, it can grow back fully even if it is chopped to bits.",Staryu
3187,"At night, the center of its body slowly flickers with the same rhythm as a human heartbeat.",Staryu
3188,"Even if its body is torn, it can regenerate as long as the glowing central core remains intact.",Staryu
3189,"When the stars twinkle at night, it floats up from the sea floor, and its body’s center core flickers.",Staryu
3190,"STARYU’s center section has an organ called the core that shines bright red. If you go to a beach toward the end of summer, the glowing cores of these POKéMON look like the stars in the sky.",Staryu
3191,"STARYU apparently communicates with the stars in the night sky by flashing the red core at the center of its body. If parts of its body are torn, this POKéMON simply regenerates the missing pieces and limbs.",Staryu
3192,"It appears in large numbers by seashores. At night, its central core flashes with a red light.",Staryu
3193,An enigmatic POKéMON that can effortlessly regenerate any appendage it loses in battle.,Staryu
3194,It gathers with others in the night and makes its red core glow on and off with the twinkling stars. It can regenerate limbs if they are severed from its body.,Staryu
3195,"If its body is torn, it can grow back if the red core remains. The core flashes at midnight.",Staryu
3196,"At night, the middle of its body slowly flickers with the same rhythm as a human heartbeat.",Staryu
3197,"Even if its body is torn, it can regenerate as long as the glowing central core remains intact.",Staryu
3198,"If its body is torn, it can grow back if the red core remains. The core flashes at midnight.",Staryu
3199,"As long as its red core remains, it can regenerate its body instantly, even if it’s torn apart.",Staryu
3200,"Even if its body is torn, it can regenerate as long as the glowing central core remains intact.",Staryu
3201,"It appears in large numbers by seashores. At night, its central core flashes with a red light.",Staryu
3202,"Staryu’s center section has an organ called the core that shines bright red. If you go to a beach toward the end of summer, the glowing cores of these Pokémon look like the stars in the sky.",Staryu
3203,"Staryu apparently communicates with the stars in the night sky by flashing the red core at the center of its body. If parts of its body are torn, this Pokémon simply regenerates the missing pieces and limbs.",Staryu
3204,"Large numbers of these Pokémon make their home at the seaside. At night, a strange red glow radiates from the center of their bodies.",Staryu
3205,"This Pokémon gets nibbled on by Lumineon and others. Thanks to its red core, it regenerates fast, so it’s unconcerned by their snack attacks.",Staryu
3206,"In many places, there are folktales of stardust falling into the ocean and becoming Staryu.",Staryu
3207,No number of injuries can bother Staryu. Its amazing regenerative powers return it to its previous state in half a day!,Staryu
3208,"As long as the center section is unharmed, this Pokémon can grow back fully even if it is chopped to bits.",Staryu
3209,"If you visit a beach at the end of summer, you’ll be able to see groups of Staryu lighting up in a steady rhythm.",Staryu
3210,"Fish Pokémon nibble at it, but Staryu isn’t bothered. Its body regenerates quickly, even if part of it is completely torn off.",Staryu
3211,"If Staryu’s body is damaged, it will regenerate as long as the red core remains. The core flashes at midnight.",Staryu
3212,The whole body is swathed with wide vines that are similar to seaweed. Its vines shake as it walks.,Tangela
3213,"Its identity is obscured by masses of thick, blue vines. The vines are said to never stop growing.",Tangela
3214,The vines that cloak its entire body are always jiggling. They effectively unnerve its foes.,Tangela
3215,It tangles any moving thing with its vines. Their subtle shaking is ticklish if you get ensnared.,Tangela
3216,"During battle, it constantly moves the vines that cover its body in order to annoy its opponent.",Tangela
3217,"TANGELA’s vines snap off easily if they are grabbed. This happens without pain, allowing it to make a quick getaway. The lost vines are replaced by newly grown vines the very next day.",Tangela
3218,Blue plant vines cloak the POKéMON’s identity in a tangled mass. It entangles anything that gets close.,Tangela
3219,The whole body is swathed with wide vines that are similar to seaweed. The vines sway as it walks.,Tangela
3220,"Its vines snap off easily and painlessly if they are grabbed, allowing it to make a quick getaway. The lost vines are replaced by new growth the very next day.",Tangela
3221,It is shrouded by blue vines. No one has seen the face hidden behind this growth of vines.,Tangela
3222,The blue vines shrouding its body are covered in a growth of fine hair. It is known to be ticklish.,Tangela
3223,The vines that cloak its entire body are always jiggling. They effectively unnerve its foes.,Tangela
3224,It tangles any moving thing with its vines. Their subtle shaking is ticklish if you get ensnared.,Tangela
3225,The blue vines shrouding its body are covered in a growth of fine hair. It is known to be ticklish.,Tangela
3226,"Many writhing vines cover it, so its true identity remains unknown. The blue vines grow its whole life long.",Tangela
3227,"Many writhing vines cover it, so its true identity remains unknown. The blue vines grow its whole life long.",Tangela
